date,state,new_deaths,new_confirmed
2020-04-06,DF,3,17
2020-04-06,ES,0,15
2020-04-06,GO,2,4
2020-04-06,MA,2,39
2020-04-06,MG,3,27
2020-04-06,MS,0,1
2020-04-06,MT,0,16
2020-04-06,PA,4,37
2020-04-06,PB,0,1
2020-04-06,PE,9,22
2020-04-06,PI,0,2
2020-04-06,PR,4,21
2020-04-06,RJ,7,67
2020-04-06,RN,0,0
2020-04-06,RO,0,4
2020-04-06,RR,0,0
2020-04-06,RS,1,33
2020-04-06,SC,1,38
2020-04-06,SE,1,0
2020-04-06,SP,29,246
2020-04-06,TO,0,2
2020-04-07,AC,0,0
2020-04-07,AL,0,3
2020-04-07,AM,8,105
2020-04-07,AP,0,12
2020-04-07,BA,4,25
2020-04-07,CE,4,143
2020-04-07,DF,2,18
2020-04-07,ES,0,18
2020-04-07,GO,0,0
2020-04-07,MA,7,58
2020-04-07,MG,2,35
2020-04-07,MS,1,14
2020-04-07,MT,0,2
2020-04-07,PA,0,31
2020-04-07,PB,0,5
2020-04-07,PE,4,129
2020-04-07,PI,1,5
2020-04-07,PR,1,45
2020-04-07,RJ,18,227
2020-04-07,RN,1,8
2020-04-07,RO,0,5
2020-04-07,RR,0,7
2020-04-07,RS,0,54
2020-04-07,SC,4,40
2020-04-07,SE,0,4
2020-04-07,SP,67,816
2020-04-07,TO,0,0
